O.Corte;Fecha;Articulo;Programado;Cortado;Entrega;Saldo;Corte;;;;Taller;;;;Taller Ext;;;;Limpiado;;  ;;Lavander;;;;Terminacion;;;;Muestras
00011531;09/12/2025;01415500  ;00128;000128; 000128; 000000;11/12/2025;15/12/2025;0;5;15/12/2025;19/12/2025;0;5;  /  /    ;  /  /    ;0;0;19/12/2025;23/12/2025;0;5;23/12/2025;27/12/2025;0;5;27/12/2025;30/12/2025;0;4;  /  /    ;  /  /    ;0;0;24;
00011532;09/12/2025;01414700  ;00130;000130; 000128; 000002;11/12/2025;12/12/2025;0;2;12/12/2025;22/12/2025;0;11;  /  /    ;  /  /    ;0;0;22/12/2025;24/12/2025;0;3;24/12/2025;30/12/2025;0;7;27/12/2025;02/01/2026;2;7;  /  /    ;  /  /    ;0;0;30;
00961193;09/12/2025;01420600  ;00001;000001; 000000; 000001;09/12/2025;09/10/2025;0;1;09/10/2025;12/12/2025;0;1;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;12/12/2025;  /  /    ;1;1;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;3;
00011533;10/12/2025;01422700  ;00506;000502; 000502; 000000;11/12/2025;13/12/2025;0;3;29/12/2025;12/01/2025;0;1;13/12/2025;29/12/2025;0;17;12/01/2025;14/01/2026;0;17;14/01/2026;12/02/2026;0;30;11/02/2026;18/02/2026;0;8;  /  /    ;  /  /    ;0;0;76;
00011534;10/12/2025;01418800  ;00149;000150; 000150; 000000;15/12/2025;16/12/2025;0;2;16/12/2025;22/12/2025;0;7;  /  /    ;  /  /    ;0;0;22/12/2025;24/12/2025;0;3;24/12/2025;29/12/2025;0;6;29/12/2025;06/01/2026;0;9;  /  /    ;  /  /    ;0;0;27;
00961194;10/12/2025;01422600  ;00004;000004; 000000; 000004;10/12/2025;10/12/2025;0;1;10/12/2025;13/12/2025;0;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;13/12/2025;  /  /    ;4;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;9;
00011535;11/12/2025;01422900  ;00506;000495; 000491; 000004;15/12/2025;16/12/2025;0;2;16/12/2025;07/11/2025;0;1;  /  /    ;  /  /    ;0;0;07/11/2025;12/01/2026;0;1;12/01/2026;20/02/2026;0;40;18/02/2026;24/02/2026;4;7;  /  /    ;  /  /    ;0;0;51;
00001537;12/12/2025;01414900  ;00214;000000; 000000; 000000;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;0;
00011536;12/12/2025;01423000  ;00506;000506; 000503; 000003;23/12/2025;26/12/2025;0;4;26/12/2025;07/01/2025;0;1;  /  /    ;  /  /    ;0;0;07/01/2025;12/01/2026;0;1;12/01/2026;04/03/2026;0;1;20/02/2026;03/03/2026;3;12;  /  /    ;  /  /    ;0;0;19;
00011537;12/12/2025;01414900  ;00214;000215; 000217;-000002;16/12/2025;16/12/2025;0;1;16/12/2025;23/12/2025;0;8;  /  /    ;  /  /    ;0;0;23/12/2025;26/12/2025;0;4;26/12/2025;29/12/2025;0;4;29/12/2025;08/01/2026;-2;11;  /  /    ;  /  /    ;0;0;28;
00961195;12/12/2025;01422800  ;00001;000001; 000000; 000001;12/12/2025;13/12/2025;0;2;13/12/2025;16/12/2025;0;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;16/12/2025;  /  /    ;1;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;10;
00011542;13/12/2025;01420400  ;00506;000506; 000492; 000014;26/12/2025;29/12/2025;0;4;29/12/2025;13/01/2026;0;16;  /  /    ;  /  /    ;0;0;13/01/2026;15/01/2026;0;3;19/01/2025;16/02/2026;1;3;09/02/2026;12/02/2026;13;4;  /  /    ;  /  /    ;0;0;30;
00961196;13/12/2025;01420600  ;00004;000004; 000000; 000004;13/12/2025;15/12/2025;0;3;15/12/2025;20/12/2025;0;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;20/12/2025;  /  /    ;4;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;15;
00961198;13/12/2025;01420900  ;00010;000010; 000000; 000010;13/12/2025;15/12/2025;0;3;15/12/2025;17/12/2025;0;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;17/12/2025;  /  /    ;10;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;9;
00961199;13/12/2025;01421100  ;00001;000001; 000000; 000001;13/12/2025;13/12/2025;0;1;13/12/2025;16/12/2025;0;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;16/12/2025;  /  /    ;1;4;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;9;
00961200;13/12/2025;01421200  ;00001;000001; 000000; 000001;13/12/2025;13/12/2025;0;1;13/12/2025;  /  /    ;1;1;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;2;
